Age,MaritalStatus,NumberOfDependents,EducationLevel,EmploymentStatus,Experience,AnnualIncome,SavingsAccountBalance,MonthlyDebtPayments,CreditScore,DebtToIncomeRatio,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,LengthOfCreditHistory,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LoanAmount,LoanPurpose,LoanDuration,RiskScore,LoanApproved
35,Single,0.0,Master's,Self-Employed,13.0,624308.0,134159.0,1853,474.0,0.036,74.6,4,1,5.8,0,0,60.4,1183013,Auto,48,34.0,1
32,Married,1.0,PhD,Employed,9.0,151642.0,122802.0,1068,442.0,0.085,69.4,6,2,5.8,0,0,66.6,351835,Home,36,33.7,1
27,Married,1.0,Bachelor's,Employed,9.0,337008.0,,3790,402.0,0.135,30.6,7,0,6.6,0,0,45.4,672506,Auto,24,23.3,1
35,Divorced,1.0,Master's,Employed,16.0,661970.0,97075.0,9787,525.0,0.177,52.1,4,0,8.3,0,0,70.9,868445,Home,180,29.0,1
27,Married,0.0,Bachelor's,Employed,6.0,327253.0,14127.0,851,359.0,0.031,35.3,4,2,7.1,1,1,13.0,552866,Education,36,48.8,1
31,Married,0.0,Bachelor's,Self-Employed,5.0,246108.0,137341.0,4625,647.0,0.226,80.7,4,3,7.4,0,0,68.5,337358,Home,24,16.8,1
32,Married,0.0,Bachelor's,Self-Employed,11.0,419568.0,,6455,495.0,0.185,14.7,7,3,11.0,0,0,62.7,1015828,Education,24,26.9,1
32,Single,2.0,Bachelor's,Unemployed,8.0,100000.0,42186.0,735,518.0,0.088,20.1,6,2,7.1,0,0,56.2,117795,Debt Consolidation,240,24.4,1
31,Married,0.0,Bachelor's,Unemployed,6.0,100000.0,26056.0,2701,419.0,0.324,78.5,4,2,9.9,0,1,44.4,164276,Business,60,55.9,0
37,Single,1.0,Bachelor's,Employed,15.0,398317.0,333573.0,3504,530.0,0.106,25.7,7,4,7.3,0,0,56.8,923977,Debt Consolidation,240,29.9,1
29,Single,2.0,High School,Employed,11.0,228743.0,124411.0,4534,483.0,0.238,23.9,7,1,5.7,0,0,62.9,289594,Business,24,28.8,1
25,Single,0.0,Master's,Employed,0.0,166208.0,17070.0,3097,428.0,0.224,22.8,4,1,2.2,0,0,46.6,416541,Home,60,30.2,1
42,Married,2.0,High School,Unemployed,19.0,100000.0,16209.0,192,452.0,0.023,49.2,5,4,15.9,0,0,50.2,248399,Home,240,29.5,1
36,Married,2.0,High School,Employed,16.0,225450.0,115962.0,6168,432.0,0.328,68.8,3,4,10.8,0,0,50.6,559473,Home,24,35.0,1
26,Married,1.0,Bachelor's,Unemployed,5.0,100000.0,16783.0,1420,534.0,0.17,42.2,4,1,2.7,0,0,66.6,253262,Education,240,25.7,1
39,Married,2.0,High School,Unemployed,17.0,100000.0,31599.0,1775,489.0,0.213,84.7,7,0,13.3,0,1,58.7,61579,Debt Consolidation,48,38.1,1
32,Married,3.0,Bachelor's,Employed,8.0,424315.0,201369.0,2649,543.0,0.075,60.5,6,3,6.2,0,1,56.2,266013,Auto,180,34.2,0
33,Married,0.0,Bachelor's,Self-Employed,8.0,399019.0,234459.0,2764,457.0,0.083,47.5,5,2,6.7,0,0,51.6,356288,Home,120,29.8,1
33,Single,2.0,PhD,Self-Employed,11.0,1342260.0,706779.0,23401,576.0,0.209,61.1,5,1,8.3,0,0,62.8,1222828,Home,120,31.4,1
40,Divorced,1.0,High School,Employed,12.0,300691.0,24556.0,3271,512.0,0.131,82.7,5,1,11.4,0,0,45.9,729356,Personal,60,31.2,1
32,Divorced,0.0,Bachelor's,Employed,5.0,222388.0,20558.0,381,484.0,0.021,28.5,7,4,7.8,1,0,36.5,117558,Home,240,25.8,1
30,Married,3.0,High School,Employed,11.0,249471.0,112154.0,3197,532.0,0.154,45.7,6,2,8.9,0,0,57.4,136679,Education,60,36.5,1
30,Married,3.0,Bachelor's,Employed,11.0,221277.0,10390.0,3079,315.0,0.167,87.3,5,3,5.1,0,0,44.1,349747,Auto,60,36.2,1
37,Married,0.0,Bachelor's,Employed,15.0,255845.0,6232.0,3272,417.0,0.153,29.1,8,1,14.1,0,0,45.3,152906,Debt Consolidation,48,31.0,1
34,Married,2.0,High School,Employed,,173110.0,109555.0,2037,490.0,0.141,35.6,4,1,11.4,0,0,53.8,137328,Education,24,32.8,1
26,Married,3.0,PhD,Self-Employed,6.0,886989.0,274561.0,11538,492.0,0.156,45.0,4,1,5.9,0,0,48.2,455724,Home,48,35.6,1
37,Married,2.0,Bachelor's,Employed,11.0,153885.0,101852.0,1304,459.0,0.102,66.5,7,0,15.1,1,0,37.5,131562,Business,120,56.6,0
30,Married,0.0,Master's,Employed,10.0,232471.0,114359.0,1044,560.0,0.054,68.7,7,1,6.9,0,0,50.8,551089,Education,120,27.3,1
32,Single,1.0,PhD,Unemployed,12.0,108888.0,77395.0,1790,422.0,0.197,35.2,6,2,4.4,0,0,41.6,74988,Education,48,29.3,1
34,Married,1.0,High School,Self-Employed,9.0,100000.0,31945.0,2852,478.0,0.342,28.6,12,1,8.7,0,0,51.3,190440,Auto,60,34.4,1
34,Married,3.0,Bachelor's,Self-Employed,11.0,100469.0,1675.0,998,527.0,0.119,70.6,10,2,7.8,0,0,63.9,187709,Auto,120,19.8,1
26,Married,1.0,High School,Self-Employed,4.0,331126.0,43447.0,4268,522.0,0.155,35.4,1,2,4.4,0,0,52.9,684164,Education,12,32.0,1
31,Married,1.0,Master's,Self-Employed,4.0,265191.0,4465.0,3718,574.0,0.168,54.1,6,4,8.3,0,1,59.3,211151,Auto,48,35.5,1
38,Married,3.0,Bachelor's,Unemployed,14.0,119072.0,19266.0,651,421.0,0.066,83.8,5,0,15.4,1,0,31.6,246040,Business,120,57.7,0
33,Single,2.0,Bachelor's,Employed,11.0,163943.0,88800.0,1971,502.0,0.144,39.2,10,0,8.5,0,0,52.5,84939,Education,48,28.1,1
31,Married,3.0,Master's,Self-Employed,7.0,414508.0,40431.0,4112,489.0,0.119,20.9,4,4,8.6,0,0,49.7,420985,Education,36,22.8,0
27,Divorced,2.0,Bachelor's,Employed,9.0,305223.0,94857.0,3559,387.0,0.14,65.6,3,1,2.8,0,0,51.2,889625,Auto,36,39.0,1
36,Married,2.0,Bachelor's,Self-Employed,10.0,138098.0,28574.0,1895,485.0,0.165,24.2,9,1,9.3,0,0,63.4,141770,Personal,24,25.9,1
38,Married,2.0,Master's,Unemployed,10.0,100000.0,34919.0,530,474.0,0.064,19.4,8,1,10.3,0,0,55.7,208254,Personal,180,25.4,1
37,Married,2.0,Bachelor's,Employed,10.0,268207.0,164469.0,4400,418.0,0.197,43.7,3,1,7.7,0,0,48.2,485327,Education,120,20.2,0
34,Married,0.0,Master's,Employed,8.0,257506.0,207054.0,2396,416.0,0.112,37.6,3,2,11.2,0,0,53.5,462283,Education,60,22.3,1
32,Single,2.0,Bachelor's,Employed,9.0,297958.0,,8361,465.0,0.337,71.2,6,3,7.6,0,0,42.3,836694,Auto,180,50.2,0
31,Married,3.0,Bachelor's,Employed,7.0,238835.0,129206.0,2335,492.0,0.117,53.7,5,1,9.7,0,0,61.8,576677,Personal,120,32.8,1
35,Married,3.0,Bachelor's,Self-Employed,13.0,304828.0,146134.0,3484,522.0,0.137,46.2,7,3,6.1,0,0,51.9,209414,Education,24,17.5,1
34,Married,1.0,High School,Employed,13.0,167570.0,59096.0,2667,519.0,0.191,77.5,6,1,10.4,0,0,52.2,94029,Debt Consolidation,240,34.2,1
30,Married,0.0,PhD,Employed,6.0,222558.0,55813.0,1391,328.0,0.075,49.0,3,2,9.2,0,0,26.5,137936,Debt Consolidation,60,38.0,1
27,Single,1.0,High School,Employed,4.0,222840.0,57069.0,3904,423.0,0.21,59.7,7,1,5.2,0,0,30.3,525879,Personal,60,30.0,1
34,Single,2.0,PhD,Self-Employed,15.0,986803.0,1177157.0,12710,485.0,0.155,15.3,5,0,12.0,0,0,56.4,1927639,Home,24,30.4,1
29,Married,0.0,Bachelor's,Employed,7.0,344006.0,121102.0,1211,413.0,0.042,72.2,3,1,5.9,0,0,59.7,301263,Education,24,34.9,0
34,Married,0.0,High School,Self-Employed,7.0,126896.0,19560.0,1603,,0.152,57.9,6,2,4.9,0,1,51.5,220292,Personal,12,40.4,1
27,Married,1.0,High School,Employed,2.0,100000.0,2673.0,1267,480.0,0.152,79.2,2,2,6.4,0,0,56.0,65056,Home,180,33.4,0
36,Married,4.0,Master's,Employed,9.0,272339.0,54093.0,751,370.0,0.033,75.9,7,2,12.8,0,0,55.7,583614,Home,48,32.5,1
33,Married,1.0,Bachelor's,Self-Employed,11.0,303539.0,27747.0,3851,417.0,0.152,74.8,7,5,10.0,0,1,46.5,641289,Debt Consolidation,24,43.2,1
25,Single,0.0,Master's,Employed,5.0,,330955.0,3974,477.0,0.094,33.9,4,2,3.3,0,0,38.5,842864,Education,48,22.0,1
38,Married,4.0,Bachelor's,Self-Employed,11.0,246535.0,365251.0,4170,525.0,0.203,79.9,7,1,11.5,1,1,43.6,142115,Personal,36,41.1,1
32,Single,0.0,Bachelor's,Self-Employed,12.0,100854.0,14440.0,269,540.0,0.032,70.3,2,3,8.9,0,1,56.3,63526,Auto,48,48.6,0
37,Married,2.0,Master's,Employed,8.0,463275.0,176049.0,8939,636.0,0.232,73.4,4,2,7.9,0,0,66.3,895678,Auto,60,34.9,1
31,Single,1.0,Master's,Employed,11.0,495983.0,150911.0,6831,490.0,0.165,55.5,3,3,8.8,0,0,56.0,1131604,Education,180,30.3,1
38,Married,4.0,Bachelor's,Unemployed,14.0,100000.0,9826.0,1786,534.0,0.214,18.2,4,1,6.4,0,0,65.9,93651,Home,240,31.3,1
32,Divorced,2.0,Master's,Unemployed,10.0,100000.0,22414.0,790,489.0,0.095,55.9,6,3,6.1,0,0,63.9,60738,Education,180,31.5,1
29,Married,1.0,Bachelor's,Employed,4.0,105013.0,91145.0,1174,378.0,0.134,68.2,5,4,5.1,1,0,27.0,308879,Home,60,56.2,0
25,Divorced,2.0,High School,Unemployed,6.0,100000.0,51719.0,2378,318.0,0.285,21.4,8,0,2.7,1,0,17.9,224182,Auto,60,55.5,0
28,Single,1.0,Bachelor's,Employed,8.0,183376.0,9174.0,2521,325.0,0.165,46.3,5,5,5.4,0,0,64.5,100894,Personal,180,40.8,1
39,Married,4.0,Master's,Self-Employed,20.0,1017571.0,850212.0,9927,438.0,0.117,55.0,5,5,7.8,0,1,58.2,2943119,Debt Consolidation,36,30.6,1
30,Married,2.0,PhD,Employed,6.0,320441.0,208728.0,4023,471.0,0.151,28.0,7,2,6.1,0,0,43.9,630636,Auto,180,26.6,1
25,Single,3.0,Master's,Unemployed,7.0,100000.0,9738.0,1466,333.0,0.176,79.2,5,0,3.3,0,0,45.1,77289,Business,120,39.8,1
39,Married,0.0,Master's,Employed,20.0,184669.0,109427.0,2566,523.0,0.167,29.4,7,0,15.9,0,0,50.5,465046,Education,180,21.3,1
31,Single,2.0,Master's,Employed,6.0,282037.0,234577.0,8198,368.0,0.349,58.1,4,0,4.3,0,0,44.0,297430,Auto,24,42.8,1
27,Married,2.0,Master's,Employed,3.0,514200.0,118042.0,8056,404.0,0.188,37.0,3,2,4.5,1,0,34.8,286877,Debt Consolidation,240,51.9,0
30,Divorced,0.0,PhD,Employed,8.0,347835.0,68766.0,6487,496.0,0.224,26.6,6,1,9.6,0,0,67.5,949534,Education,48,25.3,1
28,Married,0.0,High School,Employed,6.0,243433.0,127604.0,4188,448.0,0.206,12.7,6,2,7.7,1,0,45.7,673933,Education,36,37.6,1
31,Divorced,2.0,High School,Self-Employed,9.0,216081.0,19898.0,2608,342.0,0.145,35.4,3,1,5.0,0,0,53.6,243462,Business,24,34.2,1
26,Divorced,1.0,PhD,Employed,3.0,436879.0,297799.0,3967,540.0,0.109,31.9,7,3,6.0,0,1,69.3,425970,Business,60,39.1,1
36,Married,1.0,PhD,Employed,12.0,365184.0,142065.0,4865,,0.16,26.8,9,0,7.0,0,0,52.8,903272,Home,36,17.0,1
34,Divorced,1.0,Master's,Employed,9.0,587431.0,158137.0,11961,561.0,0.244,39.3,8,3,7.3,0,1,57.1,891242,Education,48,30.6,1
25,Married,2.0,Master's,Employed,5.0,184409.0,6370.0,1083,437.0,0.07,30.6,4,4,2.8,0,0,47.2,110473,Education,24,39.1,1
44,Married,1.0,Bachelor's,Unemployed,13.0,166433.0,98900.0,3351,532.0,0.242,40.1,5,1,16.4,1,0,40.8,440448,Business,48,44.3,1
37,Married,1.0,Bachelor's,Employed,18.0,434556.0,235706.0,8087,457.0,0.223,54.5,7,1,5.8,1,0,42.2,408406,Education,60,44.6,1
29,Single,,High School,Self-Employed,9.0,232859.0,38259.0,2033,300.0,0.105,47.1,6,5,3.5,0,1,24.4,120281,Education,240,49.5,0
37,Single,1.0,Master's,Employed,10.0,319111.0,383399.0,3346,490.0,0.126,36.5,5,2,7.5,0,0,62.9,174252,Home,180,32.7,1
31,Single,1.0,Bachelor's,Employed,10.0,727036.0,424354.0,3970,463.0,0.066,42.8,3,0,4.9,0,0,68.3,591204,Auto,36,16.8,1
25,Divorced,2.0,High School,Employed,8.0,141075.0,31314.0,1525,580.0,0.13,64.8,3,2,5.3,0,0,71.3,88892,Business,60,30.7,1
38,Married,2.0,Master's,Employed,10.0,343056.0,107955.0,1591,508.0,0.056,31.4,7,2,12.1,0,0,68.3,213474,Auto,120,18.6,1
36,Divorced,3.0,High School,Self-Employed,11.0,457521.0,229373.0,7750,519.0,0.203,47.7,6,3,8.3,0,1,56.2,1318332,Education,60,35.7,1
25,Married,1.0,High School,Employed,3.0,100000.0,6362.0,758,393.0,0.091,62.0,6,1,4.5,0,0,40.3,175881,Home,120,38.8,1
31,Single,1.0,Bachelor's,Employed,4.0,484375.0,448499.0,8600,440.0,0.213,76.6,8,2,10.0,0,0,55.2,657449,Auto,60,34.9,1
37,Married,1.0,Bachelor's,Employed,12.0,187425.0,3638.0,1042,518.0,0.067,41.8,5,2,7.3,0,0,61.8,355219,Home,12,24.9,1
37,Married,1.0,Bachelor's,Employed,12.0,271655.0,98972.0,758,476.0,0.033,54.2,7,0,9.4,0,0,53.9,376922,Debt Consolidation,48,20.1,1
28,Single,2.0,PhD,Employed,6.0,275985.0,110421.0,4191,451.0,0.182,25.5,4,0,6.7,0,0,55.8,448781,Debt Consolidation,24,30.5,1
28,Married,1.0,Master's,Employed,5.0,276420.0,25057.0,4434,510.0,0.192,52.2,5,2,6.5,0,0,61.6,344296,Education,240,33.3,1
33,Married,1.0,High School,Employed,6.0,100000.0,7293.0,1208,452.0,0.145,62.1,8,2,11.2,1,0,42.7,206352,Business,180,44.4,1
33,Married,0.0,Bachelor's,Employed,13.0,122853.0,6350.0,396,401.0,0.039,20.8,5,5,7.9,0,0,48.0,161056,Debt Consolidation,120,16.8,1
37,Divorced,2.0,Master's,Employed,18.0,226335.0,15603.0,1533,,0.081,66.4,6,2,13.0,1,0,40.4,412526,Home,240,46.4,1
34,Married,0.0,Bachelor's,Employed,11.0,450038.0,48480.0,8456,412.0,0.225,37.7,9,1,7.5,0,1,54.3,318640,Education,180,47.4,1
36,Married,2.0,PhD,Employed,14.0,423274.0,13456.0,3480,434.0,0.099,45.2,4,1,7.1,0,0,63.1,756796,Home,24,20.6,1
31,Single,2.0,Bachelor's,Employed,15.0,158518.0,90999.0,2851,525.0,0.216,44.5,4,2,9.1,0,1,64.7,337978,Auto,240,45.7,1
36,Married,3.0,Bachelor's,Employed,9.0,361062.0,188553.0,3824,,,100.0,6,2,6.6,0,1,52.1,586629,Education,48,37.0,1
34,Married,2.0,High School,Employed,10.0,275048.0,149274.0,1112,477.0,0.049,53.9,5,0,7.9,0,1,47.7,755343,Education,24,36.4,1
40,Divorced,3.0,PhD,Unemployed,,206005.0,22878.0,4485,424.0,,64.8,6,2,17.4,0,0,69.5,611508,Education,48,34.2,0
32,Single,2.0,Master's,Unemployed,8.0,137276.0,38110.0,1438,405.0,0.126,37.9,7,3,4.2,0,1,61.0,348372,Education,240,35.7,1
32,Single,2.0,Master's,Employed,7.0,604069.0,735439.0,5429,481.0,0.108,37.2,4,1,4.8,0,0,51.1,1795229,Auto,120,25.3,1
36,Married,3.0,PhD,Self-Employed,15.0,928160.0,731623.0,18888,475.0,0.244,93.0,9,4,6.1,0,0,55.5,2755319,Business,180,34.6,1
35,Married,2.0,Bachelor's,Employed,16.0,144325.0,49805.0,2702,411.0,0.225,80.6,6,2,12.2,0,0,30.6,215481,Business,240,46.0,1
31,Single,1.0,Master's,Employed,11.0,219568.0,135345.0,2899,460.0,0.158,31.5,5,1,9.1,1,1,33.2,467992,Home,48,35.7,1
33,Married,1.0,Master's,Self-Employed,7.0,436841.0,156990.0,2575,491.0,0.071,33.7,7,3,6.5,0,0,49.5,537273,Home,36,33.4,0
33,Single,1.0,High School,Unemployed,10.0,100000.0,4263.0,2303,351.0,0.276,68.6,7,1,7.5,0,0,40.0,274375,Home,12,39.3,1
28,Divorced,2.0,High School,Unemployed,6.0,100000.0,18682.0,1585,435.0,0.19,77.2,2,1,4.0,1,0,25.1,278741,Auto,60,49.3,1
31,Married,1.0,High School,Employed,11.0,206576.0,77366.0,741,359.0,0.043,43.5,5,2,5.9,0,0,43.5,399910,Debt Consolidation,24,36.9,0
34,Divorced,3.0,PhD,Employed,16.0,1333488.0,13790.0,24461,546.0,0.22,58.7,5,2,5.5,0,0,65.0,967733,Auto,36,39.7,1
28,Married,2.0,High School,Employed,6.0,111668.0,49958.0,757,484.0,0.081,44.1,2,2,7.0,0,0,44.0,217654,Auto,60,29.6,1
43,Married,3.0,Master's,Employed,20.0,179502.0,77980.0,4480,505.0,0.299,94.6,7,2,13.3,0,0,61.4,356963,Home,240,32.0,1
33,Divorced,1.0,Bachelor's,Employed,14.0,251000.0,106731.0,2275,409.0,0.109,57.7,6,1,5.9,0,0,57.8,692875,Home,60,33.6,1
31,Single,0.0,Bachelor's,Employed,3.0,491084.0,62515.0,2835,529.0,0.069,53.0,5,1,8.7,0,0,62.6,1019631,Personal,48,36.1,0
35,Married,2.0,Master's,Self-Employed,8.0,416684.0,176234.0,7492,430.0,0.216,65.7,5,2,6.2,0,0,40.2,796737,Home,60,42.9,1
33,Married,1.0,High School,Employed,8.0,152853.0,163277.0,2403,471.0,0.189,58.5,5,0,8.2,0,0,55.0,283835,Debt Consolidation,60,27.7,1
37,Divorced,2.0,Master's,Self-Employed,7.0,555107.0,104167.0,7981,559.0,0.173,58.7,6,0,11.7,0,0,76.6,1367582,Auto,24,19.9,1
40,Married,3.0,High School,Employed,12.0,352929.0,414128.0,4050,458.0,0.138,37.5,8,1,10.9,0,1,65.4,490001,Education,36,37.8,1
33,Single,1.0,Bachelor's,Employed,15.0,336377.0,81334.0,4816,411.0,0.172,17.4,12,3,11.6,0,1,30.2,693248,Business,36,38.8,1
38,Divorced,2.0,PhD,Employed,13.0,653481.0,270593.0,8465,492.0,0.155,76.9,7,2,13.7,0,0,74.0,1135136,Business,240,30.1,0
29,Married,1.0,High School,Self-Employed,12.0,263804.0,7165.0,1142,558.0,0.052,12.4,5,1,7.4,0,0,71.5,650912,Business,36,11.1,1
41,Married,3.0,Bachelor's,Employed,14.0,165353.0,53166.0,1215,440.0,0.088,49.8,7,0,11.7,0,0,63.8,426680,Education,120,23.6,1
31,Married,1.0,Bachelor's,Employed,5.0,244399.0,87194.0,697,406.0,0.034,45.6,3,3,8.7,0,0,45.8,127153,Debt Consolidation,60,35.7,1
32,Single,2.0,High School,Self-Employed,14.0,120469.0,37256.0,1838,496.0,0.183,39.7,5,0,8.7,0,0,62.6,273898,Education,12,21.8,1
36,Married,3.0,Bachelor's,Self-Employed,9.0,106856.0,3798.0,1592,468.0,0.179,40.4,7,6,12.5,1,0,42.9,77337,Personal,120,49.5,1
30,Married,0.0,Master's,Employed,7.0,128756.0,,662,454.0,0.062,60.4,6,2,8.2,0,0,48.1,119259,Education,60,36.2,1
41,Single,2.0,High School,Employed,17.0,196802.0,19042.0,2502,559.0,0.153,67.9,6,1,7.4,0,0,57.0,403236,Business,36,33.6,1
33,Married,1.0,Bachelor's,Self-Employed,10.0,339596.0,93100.0,7144,383.0,0.252,17.2,9,4,5.3,1,0,24.8,708909,Auto,180,53.8,0
35,Married,2.0,Master's,Employed,9.0,405404.0,43766.0,2622,427.0,0.078,74.4,7,0,8.9,0,0,53.2,557862,Home,60,35.2,1
33,Married,2.0,High School,Employed,12.0,100000.0,16161.0,1501,441.0,0.18,47.9,6,0,8.1,0,0,55.0,147248,Business,240,29.7,0
32,Married,1.0,PhD,Self-Employed,7.0,768799.0,315404.0,6038,550.0,0.094,42.1,6,3,7.2,0,0,63.4,690581,Education,48,23.0,1
33,Married,3.0,Master's,Employed,5.0,457575.0,337028.0,4108,450.0,0.108,30.5,5,3,11.3,0,0,44.4,967994,Business,180,36.6,1
26,Married,2.0,Master's,Employed,3.0,189788.0,165802.0,2176,450.0,0.138,25.6,2,4,4.9,0,0,52.3,343631,Business,60,31.3,1
27,Married,1.0,Master's,Employed,5.0,175561.0,15287.0,2378,369.0,0.163,52.6,2,3,5.0,0,1,44.5,289317,Auto,48,39.6,1
32,Married,2.0,High School,Self-Employed,8.0,396493.0,131564.0,7667,442.0,0.232,40.9,8,3,7.6,0,0,49.5,672136,Auto,12,34.1,1
31,Single,1.0,Bachelor's,Unemployed,5.0,100000.0,74973.0,617,523.0,0.074,78.1,4,2,6.9,0,0,55.8,256985,Debt Consolidation,36,31.6,0
29,Married,0.0,High School,Employed,10.0,176680.0,44696.0,1489,535.0,,55.1,3,1,7.8,0,0,59.9,178789,Business,180,32.8,1
30,Single,2.0,Bachelor's,Employed,10.0,100000.0,50608.0,252,442.0,0.03,21.8,10,1,6.0,1,1,25.8,177293,Home,48,39.7,1
33,Divorced,2.0,Bachelor's,Employed,7.0,133729.0,124480.0,2332,397.0,0.209,,4,2,5.1,0,0,56.7,258117,Business,36,29.2,1
33,Married,3.0,PhD,Employed,10.0,389179.0,235426.0,1278,578.0,0.039,45.2,8,2,6.9,0,0,41.1,706862,Debt Consolidation,36,20.1,1
35,Married,4.0,Bachelor's,Self-Employed,3.0,238530.0,30305.0,2985,395.0,0.15,97.6,4,1,11.2,0,0,39.6,186362,Business,48,39.5,1
31,Married,2.0,Master's,Unemployed,8.0,100000.0,19456.0,2924,383.0,0.351,34.8,7,2,9.4,0,0,66.5,125779,Debt Consolidation,60,29.2,1
30,Married,1.0,Master's,Employed,5.0,316076.0,74088.0,4569,400.0,0.173,30.9,4,1,5.6,0,0,47.6,235157,Education,60,38.7,1
28,Single,0.0,Bachelor's,Employed,11.0,231333.0,29998.0,4052,527.0,0.21,21.3,5,3,7.9,0,0,53.0,416476,Debt Consolidation,120,26.2,1
28,Married,1.0,Bachelor's,Employed,7.0,121117.0,,1320,315.0,0.131,61.3,4,0,3.3,0,1,39.5,301469,Debt Consolidation,24,42.1,1
39,Married,1.0,High School,Employed,9.0,375171.0,151165.0,6175,379.0,0.198,81.9,5,1,15.8,0,1,47.4,657725,Business,60,48.1,1
40,Married,2.0,High School,Self-Employed,14.0,288100.0,65179.0,4514,537.0,0.188,54.5,10,1,14.5,0,0,65.4,346414,Debt Consolidation,180,32.8,1
31,Married,1.0,Master's,Employed,8.0,613766.0,353384.0,14525,420.0,0.284,98.5,5,2,5.8,0,1,55.8,429683,Education,60,55.2,0
27,Married,2.0,Bachelor's,Employed,9.0,610214.0,161482.0,1918,421.0,0.038,69.7,5,2,5.5,0,0,47.7,950152,Personal,24,27.4,1
39,Married,2.0,High School,Employed,8.0,192564.0,12694.0,695,436.0,0.043,44.2,8,2,11.5,0,0,46.7,215048,Personal,60,33.2,1
25,Single,2.0,Master's,Unemployed,9.0,127902.0,3072.0,1057,449.0,0.099,95.9,5,0,2.6,0,1,44.9,334452,Personal,48,45.2,1
31,Single,1.0,Master's,Employed,11.0,188407.0,251398.0,768,392.0,0.049,15.6,6,2,6.9,0,0,48.2,564620,Education,48,24.0,1
28,Married,1.0,Bachelor's,Self-Employed,4.0,405579.0,87333.0,6582,487.0,0.195,48.7,3,2,6.0,0,0,53.5,1125807,Education,120,33.7,0
34,Single,3.0,High School,Employed,8.0,296322.0,30499.0,5382,500.0,0.218,,7,0,9.4,0,0,59.3,876129,Business,240,32.6,1
37,Married,4.0,Bachelor's,Self-Employed,11.0,369940.0,71168.0,5413,,0.176,55.9,5,1,10.6,0,0,55.9,981909,Home,36,23.5,1
35,Married,2.0,Master's,Employed,8.0,508253.0,151707.0,10254,636.0,,19.1,4,5,9.5,0,0,60.5,1222496,Debt Consolidation,60,14.2,1
32,Single,2.0,Bachelor's,Unemployed,7.0,100000.0,24811.0,918,566.0,0.11,79.9,4,4,9.6,0,0,73.6,236874,Auto,240,25.8,1
25,Married,1.0,Master's,Self-Employed,0.0,159387.0,30087.0,4723,399.0,0.356,30.9,4,4,2.3,0,0,56.6,268709,Education,48,32.2,1
31,Married,2.0,Bachelor's,Employed,,424292.0,180371.0,8595,493.0,0.243,59.3,2,1,10.1,0,0,42.6,933722,Personal,24,28.8,1
32,Single,1.0,High School,Employed,6.0,315468.0,246649.0,2022,408.0,0.077,48.7,4,2,8.5,0,1,41.4,275940,Home,24,34.3,1
32,Single,1.0,Master's,Employed,8.0,272850.0,107156.0,2425,400.0,0.107,20.7,6,3,5.6,0,0,50.0,692623,Education,60,17.9,1
29,Married,2.0,High School,Unemployed,10.0,100000.0,17479.0,532,335.0,0.064,18.3,4,4,7.9,0,0,37.9,143108,Home,36,34.2,1
35,Married,0.0,Bachelor's,Self-Employed,13.0,564238.0,481006.0,6750,460.0,0.144,58.9,3,3,11.4,0,0,57.0,1366347,Home,240,29.4,1
31,Married,2.0,Master's,Unemployed,10.0,185314.0,66794.0,2103,528.0,0.136,38.7,4,2,5.8,0,0,52.7,553456,Home,60,20.8,1
25,Single,1.0,Master's,Self-Employed,5.0,212086.0,36546.0,1987,416.0,0.112,44.4,3,3,3.6,1,0,30.7,348530,Home,60,39.3,1
32,Single,1.0,PhD,Employed,12.0,458847.0,93404.0,4955,508.0,0.13,55.3,2,2,6.4,0,1,64.4,764042,Personal,60,32.9,1
37,Single,2.0,Master's,Employed,10.0,331361.0,215274.0,5791,436.0,0.21,42.6,6,1,11.6,0,0,55.6,501268,Auto,120,31.3,1
31,Single,1.0,Bachelor's,Employed,9.0,100000.0,38926.0,1291,544.0,0.155,33.6,6,2,5.7,0,0,57.8,124864,Business,120,26.3,1
37,Married,4.0,High School,Self-Employed,19.0,165499.0,33260.0,2408,471.0,0.175,17.3,5,4,13.6,1,0,46.2,437504,Home,60,37.6,1
33,Divorced,2.0,Master's,Unemployed,9.0,100000.0,1431.0,727,475.0,0.087,24.5,4,2,8.9,0,0,66.9,127589,Business,120,22.8,1
39,Married,2.0,Bachelor's,Employed,18.0,206548.0,45067.0,4058,513.0,0.236,35.7,6,1,15.1,0,0,60.8,428604,Auto,36,34.0,1
25,Married,1.0,Bachelor's,Employed,5.0,100000.0,32564.0,1388,441.0,0.167,67.7,4,1,3.9,0,0,56.0,214706,Business,180,38.0,1
32,Divorced,0.0,Bachelor's,Unemployed,8.0,100000.0,13142.0,412,480.0,0.049,42.0,6,2,5.3,0,0,54.6,214703,Home,240,28.0,0
31,Divorced,0.0,Master's,Employed,7.0,426368.0,212203.0,4533,405.0,0.128,13.2,5,3,9.6,0,1,37.3,1142377,Education,48,35.5,1
31,Married,0.0,Master's,Employed,8.0,269592.0,151532.0,3277,473.0,0.146,44.0,2,1,9.1,0,0,55.1,281845,Auto,36,22.4,1
34,Single,2.0,Master's,Self-Employed,9.0,,383209.0,8010,460.0,0.213,87.7,5,4,9.5,0,0,45.6,1184466,Business,36,32.2,1
